idx	name	new_name	smiles	inchikey
399	(2R,3S)-9-(dimethylamino)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-2,3,4,7-tetrahydro-1,5-benzoxazonin-6-one	(2R,3S)-9-(dimethylamino)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-2,3,4,7-tetrahydro-1,5-benzoxazonin-6-one	C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)N(C)C)O[C@H]1CNC)[C@@H](C)CO	WYKJOBISBUCKND-DEYYWGMASA-N
400	NSC 95397	NSC 95397	C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO	MAASHDQFQDDECQ-UHFFFAOYSA-N
401	Necrosulfonamide	Necrosulfonamide	COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=O)/C=C/C3=CC=C(S3)[N+](=O)[O-]	FNPPHVLYVGMZMZ-XBXARRHUSA-N
402	CHEBI:119735	CHEBI:119735	C/C=C/C1=CC2=C(C=C1)S(=O)(=O)N(C[C@@H]([C@@H](O2)CN(C)C(=O)C3=CC=CC=C3)C)[C@@H](C)CO	BEUJQTDXAJTLJD-PKZJSCAISA-N
403	501919-59-1	501919-59-1	CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O	HWNUSGNZBAISFM-UHFFFAOYSA-N
404	CGP60474	CGP-60474	C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO	IYNDTACKOAXKBJ-UHFFFAOYSA-N
405	Regorafenib	regorafenib	CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F	FNHKPVJBJVTLMP-UHFFFAOYSA-N
406	CHEMBL3185746	CHEMBL3185746	C1CC[C@H]([C@H](C1)C(=O)N2CCC3=CC=CC=C3[C@H]2CN4C(=O)C5=CC=CC=C5C4=O)C(=O)O	LNENLABLFGGAFF-BHDDXSALSA-N
407	PF 750	PF 750	C1CN(CCC1CC2=CC3=CC=CC=C3N=C2)C(=O)NC4=CC=CC=C4	BIODYGOZWZNCAG-UHFFFAOYSA-N
408	(4aS,5aR,12aS)-10,12a-dihydroxy-1,3,11,12-tetraoxo-4,4a,5,5a,6,11a-hexahydrotetracene-2-carboxamide	(4aS,5aR,12aS)-10,12a-dihydroxy-1,3,11,12-tetraoxo-4,4a,5,5a,6,11a-hexahydrotetracene-2-carboxamide	C1[C@@H]2CC3=C(C(=CC=C3)O)C(=O)C2C(=O)[C@]4([C@@H]1CC(=O)C(C4=O)C(=O)N)O	MDYVZYDNBUAVCN-MPIXHSIDSA-N
409	PF-562271	PF-562271	CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C	MZDKLVOWGIOKTN-UHFFFAOYSA-N
410	NA	NA	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O.C[C@@H]1CC[C@H]2C[C@@H](C(=CC=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)C)OC	AWPCLTCBJJXURG-BHPJNYTKSA-N
411	371942-69-7	YM201636	C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N	YBPIBGNBHHGLEB-UHFFFAOYSA-N
412	Avrainvillamide	Avrainvillamide	CC1(C=CC2=C(O1)C=CC3=C2[N+](=C4C3=C[C@]56[C@H](C4(C)C)C[C@@]7(CCCN7C5=O)C(=O)N6)[O-])C	ALXLLOQTGLPCFG-ATANMQQVSA-N
413	PK-3	PK-3	C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=C(C=C3)C4=CN=C(O4)C5CC5	PRXMGFKGGVZBTL-UHFFFAOYSA-N
414	4-[[[(2S,3R)-9-[[(4-fluoroanilino)-oxomethyl]amino]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl-methylamino]methyl]benzoic acid	4-[[[(2S,3R)-9-[[(4-fluoroanilino)-oxomethyl]amino]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl-methylamino]methyl]benzoic acid	C[C@@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@H](C)CO	KTBFUFCVUDUHMK-GVNDJSPXSA-N
415	fqi1	fqi1	CCOC1=CC=CC=C1C2CC(=O)NC3=CC4=C(C=C23)OCO4	YKSYGLXHLSPWLB-UHFFFAOYSA-N
416	UNII-8A7Y6RUE2U	UNII-8A7Y6RUE2U	COC[C@]1(C(=O)C2CCN1CC2)CO	BGBNULCRKBVAKL-JTQLQIEISA-N
417	702675-74-9	BX795	C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I	VAVXGGRQQJZYBL-UHFFFAOYSA-N
418	CHEMBL416418	CHEMBL416418	CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@@H](C2=CC=CC=C2)O	UYNCFCUHRNOSCN-FYYLOGMGSA-N
419	myricetin	myricetin	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	IKMDFBPHZNJCSN-UHFFFAOYSA-N
420	Entinostat	Entinostat	C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3	INVTYAOGFAGBOE-UHFFFAOYSA-N
421	roscovitine	Seliciclib	CC[C@H](CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C	BTIHMVBBUGXLCJ-OAHLLOKOSA-N
422	Galunisertib	Galunisertib	CC1=CC=CC(=N1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N	IVRXNBXKWIJUQB-UHFFFAOYSA-N
423	Skepinone-L	Skepinone-L	C1CC2=C(C=CC(=C2)NC3=C(C=C(C=C3)F)F)C(=O)C4=C1C=CC(=C4)OC[C@@H](CO)O	HXMGCTFLLWPVFM-GOSISDBHSA-N
424	KU-0060648	KU-0060648	CCN1CCN(CC1)CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7	AATCBLYHOUOCTO-UHFFFAOYSA-N
425	BIBR 1532	BIBR-1532	C/C(=C\C(=O)NC1=CC=CC=C1C(=O)O)/C2=CC3=CC=CC=C3C=C2	PGFQXGLPJUCTOI-WYMLVPIESA-N
426	trifluoperazine	trifluoperazine	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	ZEWQUBUPAILYHI-UHFFFAOYSA-N
427	GSK269962A	GSK269962A	CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6	YOVNFNXUCOWYSG-UHFFFAOYSA-N
428	2-{2-[3-methyl-5-oxo-1-(4-phenyl-1,3-thiazol-2-yl)-1,5-dihydro-4H-pyrazol-4-ylidene]hydrazino}benzoic acid	2-{2-[3-methyl-5-oxo-1-(4-phenyl-1,3-thiazol-2-yl)-1,5-dihydro-4H-pyrazol-4-ylidene]hydrazino}benzoic acid	CC1=NN(C(=O)C1=NNC2=CC=CC=C2C(=O)O)C3=NC(=CS3)C4=CC=CC=C4	XGSYDQRSMJFMOB-UHFFFAOYSA-N
429	METHYLSTAT	METHYLSTAT	COC(=O)/C=C/C(=O)N(CCCCNCC1=CC=C(C=C1)COC(=O)NC2=CC=CC3=CC=CC=C32)O	MUJOCHRZXRZONW-FOCLMDBBSA-N
430	Lenvatinib	lenvatinib	COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl	WOSKHXYHFSIKNG-UHFFFAOYSA-N
431	bms270394	bms270394	CC1(CCC(C2=C1C=CC(=C2)[C@H](C(=O)NC3=C(C=C(C=C3)C(=O)O)F)O)(C)C)C	AANFHDFOMFRLLR-LJQANCHMSA-N
432	GANT61	GANT61	CN(C)C1=CC=CC=C1CN2CCCN(C2C3=CC=NC=C3)CC4=CC=CC=C4N(C)C	KVQOGDQTWWCZFX-UHFFFAOYSA-N
433	ERASTIN	ERASTIN	CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl	BKQFRNYHFIQEKN-UHFFFAOYSA-N
434	Fulvestrant	fulvestrant	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F	VWUXBMIQPBEWFH-WCCTWKNTSA-N
435	1300031-49-5	1300031-49-5	CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC	VUVUVNZRUGEAHB-CYBMUJFWSA-N
436	cytarabine	cytarabine	C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
437	PONATINIB	ponatinib	CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5	PHXJVRSECIGDHY-UHFFFAOYSA-N
438	Bleomycin sulfate	Bleomycin sulfate	CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@H](C(=O)N)N)C(=O)N[C@@H](C(C2=CN=CN2)O[C@@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@@H](C)[C@@H]([C@@H](C)C(=O)N[C@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O	OYVAGSVQBOHSSS-NHOVFDEISA-O
439	2-(allylamino)-3-chloronaphthoquinone	2-(allylamino)-3-chloronaphthoquinone	C=CCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl	PYIGZVBXHAUBPU-UHFFFAOYSA-N
440	N-(2,5-dimethoxyphenyl)sulfonyl-N-(4-methoxyphenyl)benzamide	N-(2,5-dimethoxyphenyl)sulfonyl-N-(4-methoxyphenyl)benzamide	COC1=CC=C(C=C1)N(C(=O)C2=CC=CC=C2)S(=O)(=O)C3=C(C=CC(=C3)OC)OC	OMUJNJUHZHOBJY-UHFFFAOYSA-N
441	Obatoclax	Obatoclax	CC1=CC(=C(N1)/C=C\2/C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C	CVCLJVVBHYOXDC-WQFBLXOWSA-N
442	Marinopyrrole A	Marinopyrrole A	C1=CC=C(C(=C1)C(=O)C2=CC(=C(N2C3=C(NC(=C3Cl)Cl)C(=O)C4=CC=CC=C4O)Cl)Cl)O	QYPJBTMRYKRTFG-UHFFFAOYSA-N
443	homoharringtonine	omacetaxine_mepesuccinate	CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O	HYFHYPWGAURHIV-JFIAXGOJSA-N
444	(2R)-2-[2-[(5R,6R,7S,11R,16R,18S,19S)-19-amino-6-[(3R)-3,4-dicarboxybutanoyl]oxy-11,16,18-trihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid	(2R)-2-[2-[(5R,6R,7S,11R,16R,18S,19S)-19-amino-6-[(3R)-3,4-dicarboxybutanoyl]oxy-11,16,18-trihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid	CCCC[C@@H](C)[C@H]([C@H](CC(C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O	UVBUBMSSQKOIBE-YPCSWJJOSA-N
445	tamoxifen	tamoxifen	CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3	NKANXQFJJICGDU-QPLCGJKRSA-N
446	Alectinib	alectinib	CCC1=C(C=C2C(=C1)C(=O)C3=C(C2(C)C)NC4=C3C=CC(=C4)C#N)N5CCC(CC5)N6CCOCC6	KDGFLJKFZUIJMX-UHFFFAOYSA-N
447	3-Cl-AHPC	3-Cl-AHPC	C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=C(C=C(C=C5)/C=C/C(=O)O)Cl)O	ZUIMAMHUQKPCBR-QHHAFSJGSA-N
448	SZ4TA2	SZ4TA2	CC1(CCN(CC1)C2=CC=C(C=C2)C(=O)NS(=O)(=O)C3=CC(=C(C=C3)NCCSC4=CC=CC=C4)[N+](=O)[O-])C	TZOBOAHCWXVNEO-UHFFFAOYSA-N
449	NA	NA	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O.C1CC(C1)(C(=O)O)C(=O)O.[Pt]	GTKXLXLYMLBKGK-NPFMXVMYSA-N
450	(8S,9R)-9-[[2,3-dihydro-1,4-benzodioxin-6-ylmethyl(methyl)amino]methyl]-6-[(2R)-1-hydroxypropan-2-yl]-8-methyl-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-5-one	(8S,9R)-9-[[2,3-dihydro-1,4-benzodioxin-6-ylmethyl(methyl)amino]methyl]-6-[(2R)-1-hydroxypropan-2-yl]-8-methyl-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-5-one	C[C@H]1CN(C(=O)CCCN2C=C(CO[C@H]1CN(C)CC3=CC4=C(C=C3)OCCO4)N=N2)[C@H](C)CO	DSHPDBIZJLDJKA-GLDPYIMESA-N
451	CX-5461	CX-5461	CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C	XGPBJCHFROADCK-UHFFFAOYSA-N
452	N-[[(2S,3S)-8-[2-(1-hydroxycyclopentyl)ethynyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-pyrido[2,3-b][1,5]oxazocin-2-yl]methyl]-N-methyl-4-oxanecarboxamide	N-[[(2S,3S)-8-[2-(1-hydroxycyclopentyl)ethynyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-pyrido[2,3-b][1,5]oxazocin-2-yl]methyl]-N-methyl-4-oxanecarboxamide	C[C@H]1CN(C(=O)C2=C(N=CC(=C2)C#CC3(CCCC3)O)O[C@@H]1CN(C)C(=O)C4CCOCC4)[C@@H](C)CO	FLFHXFOLABGIIH-MZLICYQSSA-N
453	ETP-46464	ETP-46464	CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3COC2=O)C5=CC6=CC=CC=C6N=C5	DPLMXAYKJZOTKO-UHFFFAOYSA-N
454	664993-53-7	664993-53-7	COC1=CC=C(C=C1)C2(CCOCC2)CNC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CO4	ZJZWZIXSGNFWQQ-UHFFFAOYSA-N
455	CHEMBL2152368	CHEMBL2152368	CC(=O)N[C@@H]1C/C=C/CCC(=O)N[C@@H](COC1=O)C2=CC=CC=C2	AINZSMIJPNBGRE-DBLORFJXSA-N
456	Doramapimod	Doramapimod	CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5	MVCOAUNKQVWQHZ-UHFFFAOYSA-N
457	924296-39-9	924296-39-9	C1=CC2=C(C=C1Cl)C(=O)C3=NC(=C(N=C23)C#N)C#N	BIGPXXAUSQLTQR-UHFFFAOYSA-N
458	CCT007093	CCT007093	C1/C(=C\C2=CC=CS2)/C(=O)/C(=C/C3=CC=CS3)/C1	KPFZCKDPBMGECB-WGDLNXRISA-N
459	CHEMBL2206358	CHEMBL2206358	CC1CC(CN(C1)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)NC6=CC=CC=C6C(=O)O)C	HQQHYDSAYJUPSU-UHFFFAOYSA-N
460	Y-39983	Y-39983	C[C@H](C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N.Cl	IILQESWQPZIAGP-HNCPQSOCSA-N
461	Avagacestat	Avagacestat	C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl	XEAOPVUAMONVLA-QGZVFWFLSA-N
462	4-fluoro-N-[(2R,3R,6R)-2-(hydroxymethyl)-6-[2-oxo-2-(4-pyrimidinylmethylamino)ethyl]-3-oxanyl]benzamide	4-fluoro-N-[(2R,3R,6R)-2-(hydroxymethyl)-6-[2-oxo-2-(4-pyrimidinylmethylamino)ethyl]-3-oxanyl]benzamide	C1C[C@H]([C@@H](O[C@H]1CC(=O)NCC2=NC=NC=C2)CO)NC(=O)C3=CC=C(C=C3)F	KXCVLZMSFBFHGZ-KURKYZTESA-N
463	GSK2636771	GSK2636771	CC1=C(C=CC=C1C(F)(F)F)CN2C(=NC3=C2C=C(C=C3C(=O)O)N4CCOCC4)C	XTKLTGBKIDQGQL-UHFFFAOYSA-N
464	NA	NA	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@](CCC/C=C\CCC[C@](C(=O)N1)(C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C)(C)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)N[C@@H](CC6=CC=C(C=C6)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)CC(=O)O	KCBBHEKXEHMWFW-YQZFVPMHSA-N
465	(3S)-2-[(S)-tert-butylsulfinyl]-3-(2-hydroxyethyl)-4-[3-(2-methoxyphenyl)phenyl]-N-(pyridin-4-ylmethyl)-1,3-dihydropyrrolo[3,4-c]pyridine-6-carboxamide	(3S)-2-[(S)-tert-butylsulfinyl]-3-(2-hydroxyethyl)-4-[3-(2-methoxyphenyl)phenyl]-N-(pyridin-4-ylmethyl)-1,3-dihydropyrrolo[3,4-c]pyridine-6-carboxamide	CC(C)(C)[S@](=O)N1CC2=CC(=NC(=C2[C@@H]1CCO)C3=CC=CC(=C3)C4=CC=CC=C4OC)C(=O)NCC5=CC=NC=C5	VTKOTAQLGFRVGB-PJVIOAIDSA-N
466	(5E)-5-{[5-(1H-benzimidazol-2-ylthio)-2-furyl]methylene}-3-isopropyl-1,3-thiazolidine-2,4-dione	(5E)-5-{[5-(1H-benzimidazol-2-ylthio)-2-furyl]methylene}-3-isopropyl-1,3-thiazolidine-2,4-dione	CC(C)N1C(=O)/C(=C\C2=CC=C(O2)SC3=NC4=CC=CC=C4N3)/SC1=O	PMGRYRIPEBUYKR-NTEUORMPSA-N
467	ICG-001	ICG-001	C1CN([C@H]2CN(C(=O)[C@@H](N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6	HQWTUOLCGKIECB-XZWHSSHBSA-N
468	NA	NA	CC1=C(C(N2C(=O)/C(=C/C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5)/SC2=N1)C6=CC=C(C=C6)OC)C(=O)NC7=CC=CC=C7	SRLVTMSBRCMODY-QXPFVDMISA-N
469	NA	NA	CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C.C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO	BGRLFWHKXQGMPJ-LMOVPXPDSA-N
470	N-(4-methoxyphenyl)sulfonyl-N-[2-[2-(1-oxido-4-pyridin-1-iumyl)ethenyl]phenyl]acetamide	N-(4-methoxyphenyl)sulfonyl-N-[2-[2-(1-oxido-4-pyridin-1-iumyl)ethenyl]phenyl]acetamide	CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC	OCKHRKSTDPOHEN-UHFFFAOYSA-N
471	NA	NA	CN(C)CCCNC1=NC(=NC2=CC=CC=C21)CN3CCN(CC3)C(C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl.C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4	BSNCHVBHQHGNRZ-UHFFFAOYSA-N
472	NA	NA	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	RMBRGYMDJRLOPI-GGVGPDKUSA-N
473	AT7867	AT7867	C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl	LZMOSYUFVYJEPY-UHFFFAOYSA-N
474	629664-81-9	629664-81-9	CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F	INASOKQDNHHMRE-UHFFFAOYSA-N
475	Ruxolitinib	ruxolitinib	C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3	HFNKQEVNSGCOJV-OAHLLOKOSA-N
476	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO	RXVMXYCBYXUBAI-XVYLPRMCSA-N
477	shikonin	shikonin	CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C	NEZONWMXZKDMKF-SNVBAGLBSA-N
478	StemRegenin 1	StemRegenin 1	CC(C)N1C=NC2=C1N=C(N=C2NCCC3=CC=C(C=C3)O)C4=CSC5=CC=CC=C54	BGFHMYJZJZLMHW-UHFFFAOYSA-N
479	NAPHTHO(2,1-b)FURAN, 1-METHYL-2-NITRO-	NAPHTHO(2,1-b)FURAN, 1-METHYL-2-NITRO-	CC1=C(OC2=C1C3=CC=CC=C3C=C2)[N+](=O)[O-]	CVUUOLKFENQCEZ-UHFFFAOYSA-N
480	NA	NA	CC(=O)NC1CC(C1)C(=O)NC2=C(C=CC(=C2)C3=CC=C(C=C3)F)N	FTTYFNWRWDLFLP-UHFFFAOYSA-N
481	Sorafenib	sorafenib	CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F	MLDQJTXFUGDVEO-UHFFFAOYSA-N
482	betulinic acid	betulinic acid	CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O	QGJZLNKBHJESQX-FZFNOLFKSA-N
483	Tubastatin A	Tubastatin_A	CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
484	ML272	ML272	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C=C4	IXLLRNNFUYEADZ-UHFFFAOYSA-N
485	AZD1480	AZD1480	CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F	PDOQBOJDRPLBQU-QMMMGPOBSA-N
486	RO4929097	RO4929097	CC(C)(C(=O)NCC(C(F)(F)F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C3=CC=CC=C3NC1=O	OJPLJFIFUQPSJR-INIZCTEOSA-N
487	Omipalisib	Omipalisib	COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F	CGBJSGAELGCMKE-UHFFFAOYSA-N
488	prima-1	prima-1	C1CN2CCC1C(=O)C2(CO)CO	RFBVBRVVOPAAFS-UHFFFAOYSA-N
489	PF-4708671	PF-4708671	CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F	FBLPQCAQRNSVHB-UHFFFAOYSA-N
490	CYTOCHALASIN B	CYTOCHALASIN B	C[C@@H]1CCC[C@H](/C=C/C(=O)O[C@]23[C@@H](/C=C/C1)[C@@H](C(=C)[C@H]([C@H]2[C@@H](NC3=O)CC4=CC=CC=C4)C)O)O	GBOGMAARMMDZGR-TYHYBEHESA-N
491	DASA-58	DASA-58	C1CN(CCN(C1)S(=O)(=O)C2=CC=CC(=C2)N)S(=O)(=O)C3=CC4=C(C=C3)OCCO4	GMHIOMMKSMSRLY-UHFFFAOYSA-N
492	PHENFORMIN	phenformin	C1=CC=C(C=C1)CCN=C(N)N=C(N)N	ICFJFFQQTFMIBG-UHFFFAOYSA-N
493	Bemcentinib	Bemcentinib	C1CCN(C1)[C@H]2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76	KXMZDGSRSGHMMK-VWLOTQADSA-N
494	ethyl 4-[4-[(5-nitrofuran-2-yl)methylidene]-3,5-dioxopyrazolidin-1-yl]benzoate	ethyl 4-[4-[(5-nitrofuran-2-yl)methylidene]-3,5-dioxopyrazolidin-1-yl]benzoate	CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)[N+](=O)[O-])C(=O)N2	ARGIPZKQJGFSGQ-UHFFFAOYSA-N
495	C646	C646	CC1=C(C=C(C(=C1)C2=CC=C(O2)C=C3C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C)[N+](=O)[O-])C	HEKJYZZSCQBJGB-UHFFFAOYSA-N
